Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22008","Gross Domestic Product","1990","1990","%","11.165635","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22008","Gross Domestic Product","1991","1991","%","4.924732","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22008","Gross Domestic Product","1992","1992","%","6.851222","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22008","Gross Domestic Product","1993","1993","%","1.813093","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22008","Gross Domestic Product","1994","1994","%","6.688478","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22008","Gross Domestic Product","1995","1995","%","10.903396","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22008","Gross Domestic Product","1996","1996","%","2.106206","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22008","Gross Domestic Product","1997","1997","%","-0.465251","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22008","Gross Domestic Product","1998","1998","%","-0.556108","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22008","Gross Domestic Product","1999","1999","%","3.781748","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22008","Gross Domestic Product","2000","2000","%","2.884671","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22008","Gross Domestic Product","2001","2001","%","-0.469471","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22008","Gross Domestic Product","2002","2002","%","4.031555","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22008","Gross Domestic Product","2003","2003","%","12.293701","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22008","Gross Domestic Product","2004","2004","%","12.632542","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22008","Gross Domestic Product","2005","2005","%","8.365222","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22008","Gross Domestic Product","2006","2006","%","8.393677","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22008","Gross Domestic Product","2007","2007","%","12.789441","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22008","Gross Domestic Product","2008","2008","%","9.72552","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22008","Gross Domestic Product","2009","2009","%","-5.152038","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22008","Gross Domestic Product","2010","2010","%","9.457443","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22008","Gross Domestic Product","2011","2011","%","11.186296","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22008","Gross Domestic Product","2012","2012","%","2.124801","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22008","Gross Domestic Product","2013","2013","%","2.830897","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22008","Gross Domestic Product","2014","2014","%","2.412425","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22008","Gross Domestic Product","2015","2015","%","-5.519265","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22008","Gross Domestic Product","2016","2016","%","1.452052","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22008","Gross Domestic Product","2017","2017","%","6.133094","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22011","Gross National Income","1990","1990","%","10.967998","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22011","Gross National Income","1991","1991","%","4.792256","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22011","Gross National Income","1992","1992","%","6.82283","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22011","Gross National Income","1993","1993","%","1.599898","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22011","Gross National Income","1994","1994","%","6.753298","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22011","Gross National Income","1995","1995","%","10.864819","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22011","Gross National Income","1996","1996","%","2.244874","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22011","Gross National Income","1997","1997","%","-0.294931","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22011","Gross National Income","1998","1998","%","-0.360316","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22011","Gross National Income","1999","1999","%","3.732714","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22011","Gross National Income","2000","2000","%","3.206352","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22011","Gross National Income","2001","2001","%","-0.440486","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22011","Gross National Income","2002","2002","%","3.848851","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22011","Gross National Income","2003","2003","%","12.330614","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22011","Gross National Income","2004","2004","%","12.75655","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22011","Gross National Income","2005","2005","%","8.404392","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22011","Gross National Income","2006","2006","%","8.689925","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22011","Gross National Income","2007","2007","%","12.230933","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22011","Gross National Income","2008","2008","%","9.284692","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22011","Gross National Income","2009","2009","%","-5.012986","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22011","Gross National Income","2010","2010","%","9.783303","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22011","Gross National Income","2011","2011","%","11.397337","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22011","Gross National Income","2012","2012","%","2.39433","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22011","Gross National Income","2013","2013","%","2.596639","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22011","Gross National Income","2014","2014","%","2.716018","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22011","Gross National Income","2015","2015","%","-5.574157","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22011","Gross National Income","2016","2016","%","1.258054","Fc","Calculated data",""
"MK","Macro Indicators","5000","World","6129","Annual growth US$","22011","Gross National Income","2017","2017","%","6.201991","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22008","Gross Domestic Product","1990","1990","%","12.069924","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22008","Gross Domestic Product","1991","1991","%","-0.065246","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22008","Gross Domestic Product","1992","1992","%","3.444979","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22008","Gross Domestic Product","1993","1993","%","-2.268287","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22008","Gross Domestic Product","1994","1994","%","-4.670138","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22008","Gross Domestic Product","1995","1995","%","8.444461","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22008","Gross Domestic Product","1996","1996","%","4.923575","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22008","Gross Domestic Product","1997","1997","%","3.429106","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22008","Gross Domestic Product","1998","1998","%","-1.164657","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22008","Gross Domestic Product","1999","1999","%","1.41124","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22008","Gross Domestic Product","2000","2000","%","3.776404","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22008","Gross Domestic Product","2001","2001","%","-3.180482","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22008","Gross Domestic Product","2002","2002","%","3.272668","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22008","Gross Domestic Product","2003","2003","%","19.508838","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22008","Gross Domestic Product","2004","2004","%","21.620179","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22008","Gross Domestic Product","2005","2005","%","18.13199","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22008","Gross Domestic Product","2006","2006","%","15.384807","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22008","Gross Domestic Product","2007","2007","%","16.044316","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22008","Gross Domestic Product","2008","2008","%","18.302432","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22008","Gross Domestic Product","2009","2009","%","-7.076029","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22008","Gross Domestic Product","2010","2010","%","18.361618","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22008","Gross Domestic Product","2011","2011","%","11.546292","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22008","Gross Domestic Product","2012","2012","%","8.416393","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22008","Gross Domestic Product","2013","2013","%","2.360161","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22008","Gross Domestic Product","2014","2014","%","3.982549","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22008","Gross Domestic Product","2015","2015","%","-9.373015","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22008","Gross Domestic Product","2016","2016","%","-6.759518","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22008","Gross Domestic Product","2017","2017","%","3.599491","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22011","Gross National Income","1990","1990","%","10.741648","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22011","Gross National Income","1991","1991","%","1.418339","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22011","Gross National Income","1992","1992","%","2.069516","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22011","Gross National Income","1993","1993","%","-1.098966","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22011","Gross National Income","1994","1994","%","-4.399968","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22011","Gross National Income","1995","1995","%","7.294636","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22011","Gross National Income","1996","1996","%","4.893903","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22011","Gross National Income","1997","1997","%","4.197319","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22011","Gross National Income","1998","1998","%","-1.067126","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22011","Gross National Income","1999","1999","%","0.775575","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22011","Gross National Income","2000","2000","%","3.385076","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22011","Gross National Income","2001","2001","%","-3.09762","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22011","Gross National Income","2002","2002","%","3.205107","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22011","Gross National Income","2003","2003","%","19.710201","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22011","Gross National Income","2004","2004","%","21.468188","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22011","Gross National Income","2005","2005","%","17.985563","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22011","Gross National Income","2006","2006","%","16.240746","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22011","Gross National Income","2007","2007","%","14.836146","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22011","Gross National Income","2008","2008","%","17.868883","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22011","Gross National Income","2009","2009","%","-6.239817","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22011","Gross National Income","2010","2010","%","17.998501","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22011","Gross National Income","2011","2011","%","11.13465","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22011","Gross National Income","2012","2012","%","8.498335","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22011","Gross National Income","2013","2013","%","2.067094","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22011","Gross National Income","2014","2014","%","4.460497","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22011","Gross National Income","2015","2015","%","-8.650131","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22011","Gross National Income","2016","2016","%","-7.734582","Fc","Calculated data",""
"MK","Macro Indicators","5100","Africa","6129","Annual growth US$","22011","Gross National Income","2017","2017","%","3.704382","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22008","Gross Domestic Product","1990","1990","%","5.646279","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22008","Gross Domestic Product","1991","1991","%","3.223034","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22008","Gross Domestic Product","1992","1992","%","5.084616","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22008","Gross Domestic Product","1993","1993","%","4.539889","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22008","Gross Domestic Product","1994","1994","%","5.777567","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22008","Gross Domestic Product","1995","1995","%","4.813923","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22008","Gross Domestic Product","1996","1996","%","5.553892","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22008","Gross Domestic Product","1997","1997","%","6.073813","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22008","Gross Domestic Product","1998","1998","%","5.030705","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22008","Gross Domestic Product","1999","1999","%","6.312585","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22008","Gross Domestic Product","2000","2000","%","6.6722","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22008","Gross Domestic Product","2001","2001","%","2.943874","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22008","Gross Domestic Product","2002","2002","%","3.324948","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22008","Gross Domestic Product","2003","2003","%","5.614122","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22008","Gross Domestic Product","2004","2004","%","7.176968","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22008","Gross Domestic Product","2005","2005","%","7.320956","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22008","Gross Domestic Product","2006","2006","%","6.506128","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22008","Gross Domestic Product","2007","2007","%","5.202578","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22008","Gross Domestic Product","2008","2008","%","2.17024","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22008","Gross Domestic Product","2009","2009","%","-2.716819","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22008","Gross Domestic Product","2010","2010","%","4.961403","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22008","Gross Domestic Product","2011","2011","%","4.367733","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22008","Gross Domestic Product","2012","2012","%","3.979072","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22008","Gross Domestic Product","2013","2013","%","3.363033","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22008","Gross Domestic Product","2014","2014","%","3.722512","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22008","Gross Domestic Product","2015","2015","%","2.331558","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22008","Gross Domestic Product","2016","2016","%","2.339407","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22008","Gross Domestic Product","2017","2017","%","4.439196","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22011","Gross National Income","1990","1990","%","5.388706","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22011","Gross National Income","1991","1991","%","3.266464","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22011","Gross National Income","1992","1992","%","4.785765","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22011","Gross National Income","1993","1993","%","4.065051","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22011","Gross National Income","1994","1994","%","5.984081","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22011","Gross National Income","1995","1995","%","5.570563","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22011","Gross National Income","1996","1996","%","6.075435","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22011","Gross National Income","1997","1997","%","6.564761","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22011","Gross National Income","1998","1998","%","5.688266","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22011","Gross National Income","1999","1999","%","6.120914","Fc","Calculated data",""
"MK","Macro Indicators","5203","Northern America","6129","Annual growth US$","22011","Gross National Income","2000","2000","%","7.385937","Fc","Calculated data",""
